# combined_it.txt — Italian translations for Pokémon Unbound (EN→IT)
#
# Same format as combined_fr.txt:  <offset_hex>: <text_IT>
#   \n  -> line break        \l -> <0xFA> (scroll)      \p -> <0xFB> (clear)
# Lines starting with '#' and blank lines are ignored.
# Offsets absent from this file keep their English text.
# Last entry wins for a duplicated offset (case-insensitive).
#
# Updated from d82a9dba-d0fc-4a43-b39a-6d0e0290e64e-Italian Translations (3).json
#
0x1660052: Ognuno di loro porta una maschera\nche era il suo volto quando era\lumano.
0x1663ae6: Si rilassa in luoghi stretti e bui\ned è noto che usi la tasca o la\lborsa del suo Allenatore come nido.
0x1664647: Adora la luce del sole. Quando\nprende regolarmente il sole, cresce\lcon una colorazione vivace.
0x1664709: Sparge spore che tremolano e\nbrillano. Chiunque veda queste luci\lcade in un sonno profondo.
0x166a997: Bulbasaur
0x8769bc: Ceneri Sacre
0x8769e8: Sale Marino
0x876a14: Conchiglia Marina
0x876a40: Frammento Rosso
0x876a6c: Coccio Blu
0x876a98: Frammento Giallo
0x876ac4: Scheggia Verde
0x876af0: Parco Ball
0x876b1c: Sfera Chic
0x876b74: Assorbisfera
0x876ba0: Sfera Tossica
0x876bcc: Sfera Fiamma
0x876bf8: Fango Nero
0x876c24: Polvere Max
0x876c50: Scuro Ball
0x876c7c: Cura Ball
0x876ca8: Rapid Ball
0x876cd4: PS Su
0x876d00: Proteina
0x876d2c: Ferro
0x876d58: Carbos
0x876d84: Calcio
0x876db0: Caramella Rara
0x876ddc: PP Su
0x876e08: Zinco
0x876e34: PP Max
0x876e60: Miele
0x876e8c: Guardia Spec.
0x876eb8: Supercolpo
0x876ee4: X Attacco
0x876f10: X Difesa
0x876f3c: X Velocità
0x876f68: X Precisione
0x876f94: X Attacco Speciale
0x876fc0: Bambola Poké
0x876fec: Coda Soffice
0x877018: X Difesa Speciale
0x877044: Superrepellente
0x877070: Repellente Max
0x87709c: Corda Fuga
0x8770c8: Repellente
0x87714c: Nebbia Onirica
0x877178: Creta Leggera
0x8771a4: Pietralink
0x8771d0: Pietramagma
0x8771fc: Pietrasolare
0x877228: Pietraluna
0x877254: Pietrafocaia
0x877280: Pietratuono
0x8772ac: Pietraidrica
0x8772d8: Pietraverde
0x877304: Pietranotte
0x877330: Pietrabrillo
0x87735c: Pietralucente
0x877388: Pietraovale
0x8773b4: Piccolo Fungo
0x8773e0: Grande Fungo
0x87740c: Pietragelo
0x877438: Perla
0x877464: Grande Perla
0x877490: Polvostella
0x8774bc: Pezzostella
0x8774e8: Pepita
0x877514: Squama Cuore
0x877540: Protettore
0x87756c: Magmatizzatore
0x877598: Osso Raro
0x8775c4: Squama Prisma
0x8775f0: Bustina
0x87761c: Panna Montata
0x877648: Bacca Enigma
0x877674: Mega Bracciale
0x8776a0: Megatiara
0x8776cc: Posta Arancione
0x8776f8: Posta Porto
0x877724: Posta Scintillante
0x877750: Lettera Mech
0x87777c: Lettera Legno
0x8777a8: Lettera Onda
0x8777d4: Lettera Perla
0x877800: Posta Ombra
0x87782c: Posta Tropicale
0x877858: Posta Sogno
0x877884: Posta Chic
0x8778b0: Posta Retro
0x8778dc: Baccaliegia
0x877908: Baccamodoro
0x877934: Baccapesca
0x877960: Baccafrago
0x87798c: Baccaperina
0x8779b8: Baccalepa
0x8779e4: Bacca Oran
0x877a10: Baccapersim
0x877a3c: Baccalum
0x877a68: Baccacedro
0x877a94: Bacca Fico
0x877ac0: Bacca Wiki
0x877aec: Bacca Mago
0x877b18: Bacca Aguav
0x877b44: Baccaiapapa
0x877b70: Baccarazz
0x877b9c: Baccabluk
0x877bc8: Baccananab
0x877bf4: Baccapera
0x877c20: Baccapinap
0x877c4c: Bacca Pomeg
0x877c78: Baccakelpsy
0x877ca4: Baccaqualot
0x877cd0: Baccahondew
0x877cfc: Bacca Grepa
0x877d28: Baccatamato
0x877d54: Bacca Cornn
0x877d80: Baccamagost
0x877dac: Baccarabuta
0x877dd8: Bacca Nomel
0x877e04: Baccaspelon
0x877e30: Baccapamtre
0x877e5c: Baccawatmel
0x877e88: Bacca Durin
0x877eb4: Bacca Belue
0x877ee0: Baccalici
0x877f0c: Baccaganlon
0x877f38: Bacca Salac
0x877f64: Baccapetaya
0x877f90: Baccalbicocca
0x877fbc: Baccalanza
0x877fe8: Bacca Starf
0x878040: Banda Scelta
0x87806c: Lenti Scelta
0x878098: Sciarpa Scelta
0x8780f0: Erbabianca
0x87811c: Bracciale Macho
0x878148: Condividi Exp.
0x878174: Rapidartigli
0x8781a0: Campanella Rilassante
0x8781cc: Erba Mentale
0x878224: Roccia di Re
0x87827c: Monetamuleto
0x8782a8: Amuleto Purificante
0x8782d4: Cuorugiada
0x878358: Palla Fumo
0x878384: Pietrastante
0x8783b0: Fascia Focus
0x8783dc: Fortunuovo
0x878408: Lentiscope
0x878434: Metalcoperta
0x878460: Avanzi
0x87848c: Squama Drago
0x8784b8: Elettropalla
0x8784e4: Sabbia Soffice
0x878510: Pietradura
0x87853c: Miracolseme
0x878594: Nastro Nero
0x8785c0: Magnete
0x8785ec: Acqua Mistica
0x878618: Beccaffilato
0x878644: Spina Veleno
0x87869c: Talismano
0x8786f4: Carbonella
0x878720: Dente Drago
0x87874c: Sciarpa Seta
0x878778: Aggiornamento
0x8787a4: Conchiglia Campana
0x8787d0: Incenso Marino
0x8787fc: Incenso Lento
0x878828: Pugno Fortunato
0x878854: Polvometallo
0x878880: Ossospesso
0x8788ac: Porro
0x8788d8: Elmo Roccioso
0x878904: Politica Debole
0x878930: Filo di Perle
0x87895c: Grande pepita
0x878988: Affilartiglio
0x8789b4: Dente Affilato
0x8789e0: Tessuto Fato
0x878a0c: Disco Sospetto
0x878a38: Elettrizzatore
0x878a64: Cintura Esperta
0x878a90: Erbapotere
0x878abc: Lente Larga
0x878ae8: Lente Zoom
0x878b14: Nodo Destino
0x878b40: Roccia Liscia
0x878b6c: Roccia Umida
0x878b98: Roccia Calda
0x878bc4: Roccia Gelata
0x878bf0: Bracciale Potenza
0x878c1c: Cintura Potere
0x878c48: Lente Potere
0x878c74: Fascia Potere
0x878ca0: Cavigliera Potenza
0x878ccc: Peso Potenza
0x878cf8: Granradice
0x878d24: Chiave peculiare
0x878d50: Incenso Fortuna
0x878d7c: Incenso Colmo
0x878da8: Incenso Strano
0x878dd4: Incenso Puro
0x878e00: Incenso Roccia
0x878e2c: Incenso Rosa
0x878e58: Incenso Onda
0x878e84: Bici da Corsa
0x878eb0: Portamonete
0x878f08: Canna Vecchia
0x878f34: Canna Buona
0x878f60: Super Amo
0x878f8c: Biglietto S.S.
0x878fb8: Fazzoletto sporco
0x878fe4: Uniforme
0x879010: Braccialetto Dynamax
0x879068: Valigetta moda
0x879094: Chiave del seminterrato
0x8790ec: Poké Ball
0x879118: Lettera
0x879144: Biglietto Eone
0x879170: Sfera Rossa
0x87919c: Sfera Blu
0x8791c8: Scanner statistiche
0x8791f4: Occhialoni
0x879220: Meteorite
0x87924c: Chiave Barriera
0x879278: Carta Chiave: 2
0x8792a4: Carta Chiave: 3
0x8792d0: Chiave Stanza 6
0x8792fc: Chiave Magazzino
0x879328: Fossile Radice
0x879354: Fossile Artiglio
0x879380: Devon Scope
0x8793ac: MT01
0x8793d8: MT02
0x879404: MT03
0x879430: MT04
0x87945c: MT05
0x879488: MT06
0x8794b4: MT07
0x8794e0: MT08
0x87950c: MT09
0x879538: MT10
0x879564: MT11
0x879590: MT12
0x8795bc: MT13
0x8795e8: MT14
0x879614: MT15
0x879640: MT16
0x87966c: MT17
0x879698: MT18
0x8796c4: MT19
0x8796f0: MT20
0x87971c: MT21
0x879748: MT22
0x879774: MT23
0x8797a0: MT24
0x8797cc: MT25
0x8797f8: MT26
0x879824: MT27
0x879850: MT28
0x87987c: MT29
0x8798a8: MT30
0x8798d4: MT31
0x879900: MT32
0x87992c: MT33
0x879958: MT34
0x879984: MT35
0x8799b0: MT36
0x8799dc: MT37
0x879a08: MT38
0x879a34: MT39
0x879a60: MT40
0x879a8c: MT41
0x879ab8: MT42
0x879ae4: MT43
0x879b10: MT44
0x879b3c: MT45
0x879b68: MT46
0x879b94: MT47
0x879bc0: MT48
0x879bec: MT49
0x879c18: MT50
0x879c44: MT51
0x879c70: MT52
0x879c9c: MT53
0x879cc8: MT54
0x879cf4: MT55
0x879d20: MT56
0x879d4c: MT57
0x879d78: MT58
0x879dd0: Scatola Costumi
0x879dfc: Pacco
0x879e28: Sfera di Giada
0x879e54: Calzini Sporchi
0x879e80: Pacco
0x879eac: Mega Anello
0x879ed8: Vecchia Ambra
0x879f04: Carta Chiave: 1
0x879f30: Giratempo
0x879f5c: Fossile Spirale
0x879f88: Fossile Cupola
0x879fb4: Baby monitor
0x879fe0: Bicicletta
0x87a00c: Mappa Città
0x87a038: Ricerca VS
0x87a090: Porta MT
0x87a0bc: Sacca Bacche
0x87a0e8: ADM
0x87a114: Taccuino
0x87a140: Porta-PC
0x87a1f0: Barattolo di Polvere
0x87a21c: Ala Lunare
0x87a248: Tessera Soci
0x87a274: MT59
0x87a2a0: MT60
0x87a2cc: MT61
0x87a2f8: MT62
0x87a324: MT63
0x87a350: MT64
0x87a37c: MT65
0x87a3a8: MT66
0x87a3d4: MT67
0x87a400: MT68
0x87a42c: MT69
0x87a458: MT70
0x87a484: MT71
0x87a4b0: MT72
0x87a4dc: MT73
0x87a508: MT74
0x87a534: MT75
0x87a560: MT76
0x87a58c: MT77
0x87a5b8: MT78
0x87a5e4: MT79
0x87a610: MT80
0x87a63c: MT81
0x87a668: MT82
0x87a694: MT83
0x87a6c0: MT84
0x87a6ec: MT85
0x87a718: MT86
0x87a744: MT87
0x87a770: MT88
0x87a79c: MT89
0x87a7c8: MT90
0x87a7f4: MT91
0x87a820: MT92
0x87a84c: MT93
0x87a878: MT94
0x87a8a4: MT95
0x87a8d0: MT96
0x87a8fc: MT97
0x87a928: MT98
0x87a954: MT99
0x87a980: MT100
0x87a9ac: MT101
0x87a9d8: MT102
0x87aa04: MT103
0x87aa30: MT104
0x87aa5c: MT105
0x87aa88: MT106
0x87aab4: MT107
0x87aae0: MT108
0x87ab0c: MT109
0x87ab38: MT110
0x87ab64: MT111
0x87ab90: MT112
0x87abbc: MT113
0x87abe8: MT114
0x87ac14: MT115
0x87ac40: MT116
0x87ac6c: MT117
0x87ac98: MT118
0x87acc4: MT119
0x87acf0: TM120
0x87ad1c: MN01
0x87ad48: MN02
0x87ad74: MN03
0x87ada0: MN04
0x87adcc: MN05
0x87adf8: MN06
0x87ae24: MN07
0x87ae50: MN08
0x87ae7c: Necrozium Z
0x87aea8: Venusaurite
0x87aed4: Charizardite X
0x87af00: Charizardite Y
0x87af2c: Blastoisinite
0x87af58: Beedrillite
0x87af84: Pidgeotite
0x87afb0: Alakazite
0x87afdc: Slowbronite
0x87b008: Gengarite
0x87b034: Kangaskhanite
0x87b060: Pinsirite
0x87b08c: Gyaradosite
0x87b0b8: Aerodactylite
0x87b0e4: Mewtwonite X
0x87b110: Mewtwonite Y
0x87b13c: Ampharosite
0x87b168: Steelixite
0x87b194: Scizorite
0x87b1c0: Heracronite
0x87b1ec: Houndoomite
0x87b218: Tyranitarite
0x87b244: Sceptilite
0x87b270: Blazikenite
0x87b29c: Swampertite
0x87b2c8: Gardevoirite
0x87b2f4: Sablenite
0x87b320: Mawilite
0x87b34c: Aggronite
0x87b378: Medichamite
0x87b3a4: Manectite
0x87b3d0: Sharpedonite
0x87b3fc: Cameruptite
0x87b428: Altarianite
0x87b454: Banettite
0x87b480: Absolite
0x87b4ac: Glalitite
0x87b4d8: Salamencite
0x87b504: Metagrossite
0x87b530: Latiasite
0x87b55c: Latiosite
0x87b588: Lopunnite
0x87b5b4: Garchompite
0x87b5e0: Lucarionite
0x87b60c: Abomasite
0x87b638: Galladite
0x87b664: Audinite
0x87b690: Diancite
0x87b6e8: Corpetto Assalto
0x87b714: Evolcondensa
0x87b740: Lastra Pugno
0x87b76c: Lastracielo
0x87b798: Lastra Veleno
0x87b7c4: Lastra Terra
0x87b7f0: Lastra Roccia
0x87b81c: Lastra Coleottero
0x87b848: Lastra Spettro
0x87b874: Lastra Acciaio
0x87b8a0: Lastra Fuoco
0x87b8cc: Lastra Acqua
0x87b8f8: Lastra Prato
0x87b924: Lastrafulmine
0x87b950: Lastra Psiche
0x87b97c: Lastra Ghiaccio
0x87b9a8: Lastra Drago
0x87b9d4: Lastra Buio
0x87ba00: Lastra Fata
0x87ba2c: Frammento Cometa
0x87ba84: Malasada grande
0x87bab0: Gelato di Austropoli
0x87badc: Galette di Luminopoli
0x87bb08: Barretta Furia
0x87bb60: Vecchio Gateau
0x87bb8c: Fossile Cranio
0x87bbb8: Fossile Armatura
0x87bbe4: Fossile Copertura
0x87bc10: Fossile Piuma
0x87bc3c: Fossile Mascella
0x87bc68: Fossile Vela
0x87bc94: Megaorecchino
0x87bcc0: Mega Amuleto
0x87bd18: Megacavigliera
0x87bd44: Mega Pendente
0x87bd70: Grigiosfera
0x87bd9c: Splendisfera
0x87bdc8: Grigiosfera
0x87bdf4: Gracidea
0x87be20: Giuntadna
0x87be4c: Vetro Rivelatore
0x87bea4: Baccaocca
0x87bed0: Bacca Passho
0x87befc: Baccawacan
0x87bf28: Baccarindo
0x87bf54: Baccayache
0x87bf80: Bacca Chople
0x87bfac: Baccakebia
0x87bfd8: Baccashuca
0x87c004: Baccacoba
0x87c030: Bacca Payapa
0x87c05c: Baccatanga
0x87c088: Bacca Charti
0x87c0b4: Baccakasib
0x87c0e0: Baccahaban
0x87c10c: Bacca Colbur
0x87c138: Bacca Babiri
0x87c164: Bacca Chilan
0x87c190: Baccamicle
0x87c1bc: Bacca Custap
0x87c1e8: Bacca Jaboca
0x87c214: Baccarovo
0x87c240: Bacca Roseli
0x87c26c: Baccakee
0x87c298: Bacca Maranga
0x87c2c4: Bulboassorbo
0x87c2f0: Palloncino
0x87c31c: Sfera Adrenalina
0x87c348: Fascia Legame
0x87c374: Batteria
0x87c3a0: Bottone Fuga
0x87c3cc: Pietralieve
0x87c3f8: Focalnastro
0x87c424: Artigliopresa
0x87c450: Palla di Ferro
0x87c47c: Coda Lenta
0x87c4d4: Polvere Veloce
0x87c500: Metronomo
0x87c52c: Muscolbanda
0x87c558: Paracolpi
0x87c584: Carta Rossa
0x87c5b0: Anello Bersaglio
0x87c5dc: Gusciofuga
0x87c608: Palla Neve
0x87c634: Sticky Barb
0x87c660: Estensiterreno
0x87c68c: Occhialoni
0x87c6e4: Seme Erboso
0x87c710: Seme Nebbia
0x87c73c: Seme Psichico
0x87c768: Gemma Normale
0x87c794: Gemma Lotta
0x87c7c0: Gemma Volante
0x87c7ec: Gemma Veleno
0x87c818: Gemma Terra
0x87c844: Gemma Roccia
0x87c870: Gemma Coleottero
0x87c89c: Gemma Spettro
0x87c8c8: Gemma Acciaio
0x87c8f4: Gemma Fuoco
0x87c920: Gemma Acqua
0x87c94c: Gemma Erba
0x87c978: Gemma Elettro
0x87c9a4: Gemma Psichica
0x87c9d0: Gemma Ghiaccio
0x87c9fc: Gemma Drago
0x87ca28: Gemma Buio
0x87ca54: Gemma Folletto
0x87caac: Piumsalute
0x87cad8: Piummuscolo
0x87cb04: Piumresistenza
0x87cb30: Piumacervello
0x87cb5c: Piumastuzia
0x87cb88: Ala Veloce
0x87cbb4: Piumabella
0x87cbe0: Tappo
0x87cc38: Nettare Rosso
0x87cc90: Nettare Rosa
0x87ccbc: Nettare Viola
0x87cce8: Rapid Ball
0x87cd14: Level Ball
0x87cd40: Esca Ball
0x87cd6c: Peso Ball
0x87cd98: Amore Ball
0x87cdc4: Friend Ball
0x87cdf0: Luna Ball
0x87ce1c: Sport Ball
0x87ce48: Beast Ball
0x87ce74: Dream Ball
0x87cea0: Ciondolo Ovale
0x87cecc: Ciondolo Cromatico
0x87cef8: Modulo Fuoco
0x87cf24: Modulo Acqua
0x87cf50: Modulo Elettro
0x87cf7c: Modulo Ghiaccio
0x87cfa8: Memoria Lotta
0x87cfd4: Memoria Volante
0x87d000: Memoria Veleno
0x87d02c: Memoria Terra
0x87d058: Memoria Roccia
0x87d084: Memoria Coleottero
0x87d0b0: Memoria Spettro
0x87d0dc: Memoria Acciaio
0x87d108: Memoria Fuoco
0x87d134: Memoria Acqua
0x87d160: Memoria Erba
0x87d18c: Memoria Elettro
0x87d1b8: Memoria Psico
0x87d1e4: Memoria Ghiaccio
0x87d210: Memoria Draco
0x87d23c: Memoria Buio
0x87d268: Memoria Folletto
0x87d294: Ala Arcobaleno
0x87d2c0: Ala d'Argento
0x87d2ec: Solarizzatore N
0x87d318: Lunarizzatore N
0x87d344: Flauto del Sole
0x87d370: Flauto della Luna
0x87d39c: Pietraluce
0x87d3c8: Pietraoscura
0x87d3f4: Rame antico
0x87d420: Argento antico
0x87d44c: Oro Antico
0x87d478: Vaso Antico
0x87d4a4: Bracciale Antico
0x87d4d0: Statua Antica
0x87d4fc: Corona Relica
0x87d528: Normalium Z
0x87d554: Lottium Z
0x87d580: Flyinium Z
0x87d5ac: Poisonium Z
0x87d5d8: Groundium Z
0x87d604: Rockium Z
0x87d630: Buginium Z
0x87d65c: Ghostium Z
0x87d688: Steelium Z
0x87d6b4: Firium Z
0x87d6e0: Waterium Z
0x87d70c: Grassium Z
0x87d738: Electrium Z
0x87d764: Psychium Z
0x87d790: Icium Z
0x87d7bc: Dragonium Z
0x87d7e8: Darkinium Z
0x87d814: Fairium Z
0x87d840: Alorichium Z
0x87d86c: Decidium Z
0x87d898: Eevium Z
0x87d8c4: Incinium Z
0x87d8f0: Kommonium Z
0x87d91c: Lunalium Z
0x87d948: Lycanium Z
0x87d974: Marshadium Z
0x87d9a0: Mewnium Z
0x87d9cc: Mimikium Z
0x87d9f8: Pikanium Z
0x87da24: Pikasunium Z
0x87da50: Primarium Z
0x87da7c: Snorlium Z
0x87daa8: Solganium Z
0x87dad4: Tapunium Z
0x87db00: Pacco Fuga
0x87db2c: Servizio in camera
0x87db84: Stivali Resistenti
0x87dbdc: Spruzzagola
0x87dc60: Mela Dolce
0x87dc8c: Mela Aspra
0x87dcb8: Teiera Crepata
0x87dce4: Teiera Sbeccata
0x87dd3c: Dolcebacche
0x87dd68: Dolce Cuore
0x87dd94: Caramella Trifoglio
0x87ddc0: Caramella Fiore
0x87ddec: Caramella Nastro
0x87de18: Dolce Stella
0x87de9c: Briglie dell'Unione
0x87def4: Blocco di Torba
0x87df20: Roccia di Hisui
0x88882a: Vuoi salire la scala?
0x88884e: Non puoi raggiungere la scala da\nqui.
0x8a475b: <0xFD><0x01> ha usato un Repellente.
0x8a476e: <0xFD><0x01> ha usato un\nSuperrepellente.
0x8a4787: <0xFD><0x01> ha usato un Repellente\nMax.
0x8a479e: L'effetto di Repellente è svanito\.
0x8a47bd: Non hai più Repellenti.
0x8a47da: Non hai più Superrepellenti.
0x8a47fd: Non hai più Repellenti Max
0x8a481e: Vuoi usare un altro Repellente?
0x8a90f9: AKLOV
0x8aa30c: È un meteorite caduto dallo\nspazio...
0x8aa332: <0xFD><0x03> sta reagendo al\nmeteorite...
0x8aa355: Vuoi avvicinare il Deoxys della tua\nsquadra al meteorite?
0x8aa39f: <0xFD><0x03> è cambiato, ottenendo\nstatistiche superiori per\ll'attacco!
0x8aa3d4: <0xFD><0x03> è cambiato: ha statistiche\nsuperiori quando difende!
0x8aa40a: <0xFD><0x03> è stato modificato per\naumentare la velocità!
0x8aa432: <0xFD><0x03> è stato modificato per\navere statistiche bilanciate!
0x8aa459: Il pokémon non reagisce al\nmeteorite.
0x8aa4b3: <0xFD><0x03> ha cambiato forma!
0x8aa54b: Non avrà alcun effetto!
0x8aa564: <0xFD><0x03> ha cambiato forma!
0x8aa575: Non c'è Kyurem nella squadra!
0x8aa596: Le fusioni multiple non sono\nconsentite!
0x8aa5b8: Non c'è abbastanza spazio nella\nsquadra!
0x8aa800: Oh? <0xFD><0x03> vorrebbe esaminare i\nmotori degli apparecchi elettrici.
0x8aa84a: Va bene?
0x8aa88b: <0xFD><0x03> è entrato nei motori.
0x8aa8a2: <0xFD><0x03> è emerso dai motori.
0x8aa8be: <0xFD><0x03> ha dimenticato <0xFD><0x04>!
0x8aa8cc: <0xFD><0x03> ha imparato <0xFD><0x04>!
0x8aa8db: <0xFD><0x03> sta cercando di imparare\n<0xFD><0x04>. Ma non può imparare più\ldi quattro mosse. Eliminare una\n\nmossa per fare spazio a <0xFD><0x04>?
0x8aa942: <0xFC><0x08><0x20>1, <0xFC><0x08><0x0F>2, e<0xFC><0x08><0x0F>\. <0xFC><0x08><0x0F>\. <0xFC><0x08><0x0F>\. <0xFC><0x08><0x0F><0xFC><0x10><0x31><0x00>Puf!
0x8aa96d: Questo Rotom è già entrato nel\nmotore di quell'elettrodomestico.
0x8aa9a2: <0xFD><0x03> non è entrato in un\nmotore.
0x8aa9bd: Non è un Rotom valido.
0x8aa9ff: <0xFD><0x03> ha cambiato forma!
0x8aaa55: <0xFD><0x03> si è trasformato nella\nforma <0xFC><0x01><0x0F>Teri<0xFC><0x01><0x02>!
0x8aaa77: <0xFD><0x03> si è trasformato nella\nforma <0xFC><0x01><0x0F>Incarnate<0xFC><0x01><0x02>!
0x8ab7d0: È pieno di scatoloni di cartone con\ndentro apparecchi elettrici.
0x8b2fbb: Tieni premuto il <0xFC><0x01><0x06>pulsante B <0xFC><0x01><0x02>per\ncorrere!
0x8bd140: Un <0xFD><0x06> selvatico è apparso!
0x8bd155: Il Pokémon selvatico
0x8c579e: <0xFD><0x02> ha scacciato via la\nnebbia!
0x8c57b4: <0xFD><0x02> ha usato <0xFD><0x03>! Ma non\nc'era alcuna nebbia da disperdere\.
0x8ca6c5: <0xFC><0x01><0x02>Mamma: <0xFC><0x01><0x04><0xFD><0x01>! Dove sei stato?\nEro davvero preoccupata per te! \.\lAccidenti\. Dev'essere stato davvero\n\nspaventoso! Sono davvero contenta\nche ora tu stia bene! Prima di fare\lqualsiasi altra cosa, dovresti fare\n\nun bel riposo lungo.
0x8ca792: Non ti senti molto meglio adesso,\ntesoro? Molto più riposato per fare\lla commissione del Prof. Log per\n\nlui!
0x8ca7ef: Sniff\. Sapevo sempre che sarebbe\narrivato il giorno in cui te ne\lsaresti andato di casa\. Lo diceva in\n\nTV. Se solo tuo padre potesse\nvederti adesso\.sarebbe così\lorgoglioso! Beh, se andrai a fare\n\ncommissioni per il Prof. Log, ti\nservirà questo!
0x8ca8c3: Questa è una funzione <0xFC><0x01><0x06>Quest Log<0xFC><0x01><0x04> per\nil tuo Super Cube! Tiene traccia di\ltutto ciò che ti è stato chiesto di\n\nfare! Oh, e prima che me lo\ndimentichi, hai lasciato un\lcomponente chiave del tuo Super\n\nCube sul pavimento della tua\nstanza. So che prima non era\lnecessario, ma ora che hai il tuo\n\nPokémon, ti servirà se vuoi usare\ngli oggetti in battaglia.
0x8caa4a: Nel caso te lo fossi dimenticato,\nil Super Cube si comporta proprio\lcome una borsa. Ma a differenza di\n\nquelle borse economiche di Dalmart\nche possono contenere solo 42\loggetti, il Super Cube, o come è\n\npiù comunemente conosciuto, <0xFC><0x01><0x06>Cube<0xFC><0x01><0x04>,\nha una quantità infinita di spazio!\lFunziona digitalizzando i dati\n\ndell'oggetto inserito al suo\ninterno, quindi in pratica è come\lse non stessi portando nulla in\n\npiù! Stai al sicuro là fuori,\ntesoro! Porta il pacco al Prof.\lLog!
0x8caf31: Dovresti andare a trovare tua <0xFC><0x01><0x06>madre<0xFC><0x01><0x08>\nprima di prendere il mio pacco,\l<0xFD><0x01>. Probabilmente è molto\n\npreoccupata per te.
0x8caf99: Per favore ritira il mio pacco dal\n<0xFC><0x01><0x06>Bellin Town Poké Mart<0xFC><0x01><0x08>, <0xFD><0x01>. Mi\lserve, e solo tu puoi prenderlo.
0x8caffd: Oh, <0xFD><0x01>! Sei tornato con il\nmio pacco!
0x8cb023: <0xFD><0x01> ha consegnato il pacco.
0x8cb03c: Ah! È una spedizione del mio amico,\nOak, nella regione di Kanto!\lVediamo un po'\. Poké Ball, Pokédex e\.\n\neh? Dove sono le Master Ball? Hai\naperto questo pacco e preso\lqualcosa da dentro, <0xFD><0x01>?
0x8cb0ff: L'hai fatto? Tua madre non ti ha\nmai insegnato a non aprire la posta\ldegli altri?
0x8cb14b: Allora dove sono le mie Master\nBall? È evidente che qualcuno ha\lfrugato qui dentro!
0x8cb199: \. Ah\. Capisco. Hai recuperato il mio\npacco da alcuni teppisti\. E devono\laver preso le Master Ball\. \.
0x8cb1fd: Cosa!? Li hai visti usarne uno per\ncatturare Articuno? Hmm\. Se ho\lragione, potremmo essere in grave\n\npericolo\.
0x8cb260: Ho un'altra commissione per te,\n<0xFD><0x01>. Un mio vecchio amico vive\la <0xFC><0x01><0x06>Dresco Town<0xFC><0x01><0x08>. Conosce molto bene\n\nla storia di Borrius. Ho bisogno\nche gli racconti tutto ciò che è\laccaduto finora. Ho una teoria su\n\nquello che sta succedendo, ma ho\nbisogno che la confermi. Adesso hai\lil tuo Pokémon, quindi non dovrebbe\n\nessere troppo difficile. Puoi להגיע\na <0xFC><0x01><0x06>Dresco Town<0xFC><0x01><0x08> passando per <0xFC><0x01><0x06>Icicle\lCave<0xFC><0x01><0x08>.
0x8cb3f5: Oh! Che sbadata! Come posso\naspettarmi che tu trovi <0xFC><0x01><0x06>Caverna di\lGhiaccio<0xFC><0x01><0x08> se non conosci la strada?\n\nQuesta <0xFC><0x01><0x06>Mappa Città<0xFC><0x01><0x08> ti sarà di\ngrande aiuto!
0x8cb47b: E sai una cosa? Se vai a Dresco\nTown, dovresti aiutarmi in un altro\lcompito! Il mio amico Oak mi ha\n\nchiesto di consegnare il suo\nPokédex a due Allenatori. È una\lspecie di enciclopedia ad alta\n\ntecnologia per registrare i dati\ndei Pokémon. Pare che Borrius sia\lnota per avere molti Pokémon che\n\nKanto non ha.
0x8cb5d3: Non puoi ottenere dati dettagliati\nsui Pokémon solo vedendoli. Devi\lcatturarli per ottenere dati\n\ncompleti. Quindi, ecco alcuni\nstrumenti per catturare i Pokémon\lselvatici.
0x8cb66f: <0xFC><0x01><0x02><0xFD><0x01> ha ricevuto 5 Poké Ball da\nLog!
0x8cb695: Se non sai come catturare Pokémon\nselvatici, un mio vecchio amico su\lPercorso 1 può mostrarti come fare.
0x8cb6f7: Oh! Mi sembra che la memoria mi\nstia abbandonando\. Ho ancora\lun'altra cosa da darti. Per favore,\n\nla prossima volta che vedi\n<0xFD><0x06>, dagli questo Pokédex.
